"Pos";"Age";"Tm";"G";"GS";"MP";"X3P.";"X2P";"X2PA";"X2P.";"FT";"FTA";"FT.";"ORB";"DRB";"TRB";"AST";"STL";"BLK";"TOV";"PF";"PTS"
"SG";33;"DAL";22;4;12.2;28.2;1;2;48.8;0.2;0.3;71.4;0.1;1.1;1.2;1;0.6;0;0.4;0.9;3.6
"SG";26;"GSW";32;0;11.7;39.7;0.9;1.8;49.2;0.6;0.7;86.4;0.3;1.8;2;0.4;0.4;0;0.3;0.9;4.9
"PG";26;"CHI";6;3;27.8;40;6;13.7;43.9;1.3;1.8;72.7;0.7;3.8;4.5;5;1.8;0.2;1.7;2.3;14.3
"C";25;"ATL";77;31;20.1;36.3;3.2;5.8;55.4;1.8;2.8;64.8;2.1;3.5;5.5;1.1;0.4;0.9;1.3;2.6;11.1
"SF";27;"TOR";60;60;34;37.1;7.5;13.8;54.2;6.1;7.1;85.4;1.3;6;7.3;3.3;1.8;0.4;2;1.5;26.6
"C";26;"POR";61;2;14.4;45;1.3;2.1;62.6;0.7;0.8;84.3;0.8;3;3.8;1.2;0.2;0.1;0.7;1.7;5.9
"PF";29;"DET";41;1;9.8;9.1;1.6;2.5;63.7;0.6;0.8;74.2;0.7;1.7;2.4;0.3;0.3;0.1;0.6;1.5;3.8
"PG";28;"POR";80;80;35.5;36.9;5.6;11.1;49.9;5.9;6.4;91.2;0.9;3.8;4.6;6.9;1.1;0.4;2.7;1.9;25.8
"PG";30;"TOT";74;4;19.4;29.4;2.5;4.8;51.7;2.4;2.8;83.8;0.3;2.1;2.4;3.1;0.6;0.2;1.7;1.9;9.6
"PG";30;"ATL";51;1;19.7;33.3;2.7;5;53.5;2.8;3.3;84.5;0.3;2;2.3;3.5;0.7;0.1;1.9;1.9;10.7
"PG";30;"TOR";23;3;18.8;20;2;4.3;47;1.5;1.8;81;0.3;2.3;2.6;2.2;0.4;0.3;1.1;2.1;7
"PG";33;"GSW";64;0;15.1;0;1.7;3.3;52.4;0.6;0.8;78.4;0.7;1.2;1.8;1.8;0.5;0.4;0.6;1.2;4
"SG";26;"DET";1;0;4;0;0;0;NA;0;0;NA;0;0;0;0;1;0;1;0;0
"C";22;"GSW";80;24;18.5;10;2.7;4.2;64.1;0.8;1.3;61.9;2.4;2.8;5.2;1.5;0.6;0.7;0.6;2.6;6.3
"C";30;"MIL";81;81;28.7;36.5;2.1;3.4;61.3;1.4;1.6;84.2;0.4;4.5;4.9;1.2;0.6;2.2;1;2.3;12.5
"C";30;"CHI";74;36;21.7;22.6;4;6.8;58.9;1.2;1.7;72.4;1.9;2;3.9;1.2;0.1;1.1;1.3;1.7;9.5
"PF";30;"CLE";22;21;27.2;36.1;2.5;6.2;41.2;4.7;5.2;90.4;1.5;9.4;10.9;2.2;0.3;0.2;1.9;2.5;17
"PG";32;"TOR";65;65;34;34.7;2.3;4.4;51.4;2.5;3;83;0.6;4.2;4.8;8.7;1.4;0.5;2.8;2.6;14.2
"PG";25;"TOR";12;0;4.6;50;0.3;0.8;40;0.8;0.9;81.8;0.1;0.7;0.8;0.5;0;0;0.2;0.4;2.4
"PG";29;"DET";1;0;6;0;0;0;NA;2;2;100;0;3;3;1;0;0;0;1;2
"SF";23;"TOT";50;7;13.4;31;0.9;2;45.1;0.6;0.8;75.6;0.2;1.7;1.9;0.5;0.4;0.2;0.4;1.5;4.6
"SF";23;"OKC";21;1;5.9;22.7;0.4;1;38.1;0.2;0.3;66.7;0.2;0.7;0.9;0.2;0.2;0;0.2;0.7;1.7
"SF";23;"CHI";29;6;18.8;33;1.3;2.8;46.9;0.9;1.2;77.1;0.2;2.5;2.7;0.8;0.5;0.2;0.6;2;6.8
"PF";22;"DEN";25;0;3.8;40;0.2;0.3;62.5;0;0.1;33.3;0.3;0.4;0.7;0.2;0.1;0;0.2;0.4;0.9
"PF";23;"DEN";64;2;17.5;25.5;2.4;4.6;52.9;1.3;1.8;69.8;0.7;3.2;3.8;1.4;0.5;0.4;1.1;1.5;8.5
"PG";28;"LAL";4;0;4.8;100;0.8;1.3;60;0.3;0.3;100;0;0;0;0.8;0.3;0;0;0.5;2.5
"PG";28;"TOT";57;3;21.9;35.4;2.1;4.8;42.9;1;1.5;69;0.3;1.5;1.8;3.2;0.8;0.1;1.2;1.5;7.5
"PG";28;"MEM";53;3;22.7;35.9;2.2;4.9;44.1;1;1.4;70.7;0.3;1.6;1.9;3.4;0.8;0.1;1.2;1.5;7.9
"PG";28;"CHO";4;0;10.5;0;0.5;3;16.7;1.3;2.3;55.6;0;0.5;0.5;0.3;0.5;0;1;0.8;2.3
"SG";23;"DAL";8;0;11.3;45.5;0.6;2;31.3;0.5;0.9;57.1;0.3;1.3;1.5;0.9;0.1;0;0.8;1;3.6
"SG";23;"CHO";2;0;8.5;0;1.5;2.5;60;0;0;NA;0;1.5;1.5;1;0;0;0;0;3
"C";32;"WAS";34;6;14.6;18.8;1.3;2.6;50;1.2;1.8;68.9;1.4;2.4;3.8;0.7;0.7;0.5;0.6;2.5;4.1
"C-PF";21;"TOT";64;5;15.2;32;0.9;1.8;52.2;0.9;1.3;66.7;0.6;2.5;3.2;0.7;0.3;0.8;0.5;1.6;5
"C";21;"MIL";35;0;11.7;33.3;0.9;1.6;58.9;0.6;1.1;54.1;0.5;2.3;2.7;0.5;0.3;0.5;0.3;1.6;4.7
"PF";21;"DET";29;5;19.4;30.7;0.9;2;45.8;1.2;1.6;76.6;0.8;2.8;3.7;0.9;0.4;1.1;0.8;1.7;5.5
"C";30;"TOT";58;12;11.7;40;2.7;4.3;62.4;1.7;2.3;74.8;1.5;3.1;4.6;0.9;0.3;0.5;1;1.6;7.3
"C";30;"LAC";36;9;10.4;0;2.4;3.8;61.6;2;2.6;75.8;1.5;2.7;4.2;0.6;0.3;0.5;1;1.6;6.7
"C";30;"PHI";22;3;13.9;50;3.2;5.1;63.4;1.2;1.6;72.2;1.5;3.7;5.1;1.5;0.2;0.5;1;1.5;8.2
"PF";21;"CHI";52;51;32.3;36.1;4.3;8.9;47.9;3.3;3.8;87.2;1.4;7.6;9;1.4;0.7;0.6;1.6;2.3;18.7
"PF";24;"ORL";42;1;7.8;35.1;0.5;1.1;48.9;0.2;0.3;81.8;0.3;1.5;1.7;0.4;0.1;0.2;0.3;1.2;2.7
"PG";24;"SAC";38;0;11.4;21.9;1.5;2.8;54.3;1;1.5;68.4;0.2;1;1.1;2.2;0.4;0.1;0.9;0.9;5.1
"PF";22;"MIA";2;0;6.5;0;0.5;1.5;33.3;0;0;NA;0.5;1;1.5;0;0.5;0;0;0;1
"SF";32;"DAL";44;44;29.8;38;2.1;4.7;45.6;2;2.5;79.1;0.5;1.9;2.3;2.3;0.8;0.3;1.3;2.3;13.1
"SG";32;"NYK";2;1;27;20;1;4.5;22.2;2;2.5;80;0.5;1;1.5;2.5;0.5;0.5;1;1;7
"SG";32;"IND";23;23;31.5;36.9;1.4;3.5;41.3;1.8;2.1;85.4;0.5;2.3;2.8;2.4;0.9;0.2;1.3;2.4;10.9
"SG";24;"BRK";1;0;8;0;2;2;100;0;1;0;0;1;1;0;0;0;0;2;4
"SG";23;"TOT";29;1;13.7;32.1;0.6;1.2;48.6;0.4;0.5;86.7;0.2;1.4;1.7;1;0.8;0.1;0.6;1.3;2.6
"SG";23;"CLE";3;0;17.7;25;0.3;1.7;20;0;0;NA;0;1;1;0.7;0.7;0;1;0.3;1.7
"SG";23;"TOR";26;1;13.2;33.3;0.6;1.2;53.3;0.5;0.6;86.7;0.3;1.5;1.7;1;0.8;0.1;0.5;1.4;2.7
"SG";27;"POR";70;70;33.9;37.5;5.8;11.4;50.6;2.3;2.7;82.8;0.9;3.1;4;3;0.8;0.4;1.5;2.5;21
"PG";26;"PHI";76;3;19.3;33.3;2.7;5;54.6;0.4;0.5;78.4;0.4;1.9;2.3;3.4;1;0.2;1.2;1.4;6.4
"SF";27;"IND";77;1;17.4;40.8;1.6;2.8;56.9;0.9;1;83.5;0.2;1.2;1.4;0.9;0.2;0.1;0.5;1.4;7.3
"SG";27;"MIA";66;45;23.5;35.1;1.6;3.6;45.3;0.8;1.1;72.2;0.9;2.7;3.6;1.7;0.5;0.2;1;1.7;7.6
"SF";26;"GSW";72;5;13.9;35.6;1.3;2.2;58.6;0.4;0.7;56.3;1.1;2.3;3.4;0.4;0.3;0.2;0.4;1.9;4.7
"SG";25;"SAC";19;0;8.3;41.5;0.4;1.2;34.8;0.4;0.6;66.7;0.2;0.7;0.9;0.2;0.3;0.2;0.3;1.2;3.9
"SG";27;"WAS";27;0;12.3;28.6;1.9;3.5;53.7;1;1.3;80;0.2;1.3;1.5;1.1;0.5;0.3;0.6;1;5.9
"SG";31;"TOR";8;0;13;44.4;1.6;2.6;61.9;0.1;0.1;100;0.1;1.4;1.5;1;0.1;0.1;0.3;0.6;6.4
"C";32;"DAL";36;4;11.1;32.4;1.2;2.2;56.4;0.6;0.9;62.5;1;2.6;3.6;1;0.3;0.7;0.6;1.5;3.9
"PG";20;"PHO";50;31;19.7;30.5;1.4;3.2;44.1;0.4;0.6;75;0.5;2.2;2.7;3.2;1.4;0.5;1.5;2.3;5
"PF";21;"SAS";29;0;5;0;0.7;1.9;33.9;0.4;0.6;76.5;0.3;0.9;1.2;0.4;0.2;0.1;0.5;0.5;1.8
"SF";27;"MIL";77;77;31.1;37.8;4.2;8.8;48.5;2.8;3.4;83.7;0.6;5.3;6;4.3;1;0.1;2.3;2.2;18.3
"SF";31;"TOT";53;1;16.2;33;0.8;2;41.7;0.9;1.1;82.8;0.2;1.5;1.8;0.7;0.5;0.3;0.6;1.5;6.4
"SF";31;"MEM";13;0;22.6;36.4;1.4;3;46.2;1;1.1;92.9;0.1;2;2.1;1.1;0.6;0.4;0.7;1.3;9.3
"SF";28;"NOP";69;15;25.5;36.5;0.8;1.7;46.7;0.8;1;78.9;0.2;1.7;1.9;2.1;0.6;0.3;0.9;2.4;8.2
"SF";25;"TOR";10;0;6.7;47.6;0.1;0.5;20;0.3;0.4;75;0.1;0.4;0.5;0.1;0.1;0.1;0.1;0.5;3.5
"PG";30;"SAS";82;1;23.3;39.4;1.5;3.2;47.5;1.1;1.3;85.4;0.3;1.9;2.2;3;0.6;0.1;1.1;1.6;9.9
"PF";33;"DEN";70;65;27.1;36.5;3.8;7.2;52.2;2.6;3.6;72.7;2.2;5;7.2;2;1.2;0.8;1.4;2.6;12.6
"SG";22;"PHI";20;0;13.4;31.8;1;2.2;46.5;0.3;0.4;71.4;0.5;1.3;1.8;0.9;0.4;0.4;0.3;1.5;4.4
"PF";27;"TOT";46;25;27.1;36.5;2.7;4.9;54.5;2.3;2.7;84.7;1.3;6.1;7.4;1.2;0.7;0.7;1;2.3;15.2
"PF";27;"NOP";32;22;28.9;36.8;3;5.5;55.1;2.7;3.2;84.2;1.4;6.8;8.3;1.1;0.7;0.8;1.2;2.7;16.7
"PF";27;"MIL";14;3;22.9;35.6;1.8;3.4;52.1;1.4;1.6;87;1;4.4;5.4;1.4;0.7;0.6;0.8;1.5;11.6
"SG";22;"UTA";77;77;33.7;36.2;6.1;13.1;46.8;4.1;5.1;80.6;0.8;3.3;4.1;4.2;1.4;0.4;2.8;2.7;23.8
"SG";25;"UTA";14;0;6;18.2;0.3;0.6;44.4;0.1;0.1;100;0.1;0.4;0.4;1.1;0.1;0.1;0.6;0.7;1.1
"SG";20;"CHO";73;0;17.2;33;1.6;3.5;46.1;1.2;1.4;88.2;0.2;1.7;1.9;1.6;0.5;0.3;1.2;1.5;8.9
"C";28;"TOR";38;2;11.1;0;1.9;4.1;47.1;0.9;1.6;57.4;1.6;2.5;4.1;0.4;0.3;0.2;0.8;1.6;4.8
"C";28;"BOS";2;0;2.5;NA;1.5;2.5;60;0;0;NA;1.5;0;1.5;0.5;0;0;0;0;3
"C";28;"PHI";3;0;17.3;100;4.7;7.3;63.6;3.3;3.7;90.9;1.3;3;4.3;2.3;0.3;0;0.3;1.7;13.7
"SG";29;"NOP";53;36;27.6;43.2;3.4;6.7;50.6;0.8;1.1;76.3;0.7;1.7;2.4;1.9;0.8;0.2;1.1;2.1;11.9
"PF";27;"TOT";5;0;8.6;100;0.4;1.2;33.3;0;0;NA;0.8;3.2;4;0.8;0.2;0.2;1;1.8;1.4
"PF";27;"PHO";1;0;5;NA;0;0;NA;0;0;NA;0;3;3;0;0;0;0;1;0
"PF";27;"TOR";4;0;9.5;100;0.5;1.5;33.3;0;0;NA;1;3.3;4.3;1;0.3;0.3;1.3;2;1.8
"SG";23;"MIL";4;0;7.3;33.3;0.8;1.8;42.9;0.3;0.5;50;0;1.3;1.3;1;0.5;0;0.3;0.3;2.5
"PF";29;"BOS";75;53;27.9;37.5;3.1;6.1;50.8;1.9;2.3;84.4;1;5.1;6.1;1.5;0.6;0.3;1.2;2.4;13.9
"PF";29;"TOT";58;16;21.9;33.5;2.3;4.8;48.4;1.2;1.6;77.2;1.1;3.5;4.6;1.4;0.6;0.4;0.9;3;9.4
"PF";29;"OKC";24;1;16.1;33.9;1.7;4;42.3;0.6;0.8;73.7;0.8;3;3.8;0.8;0.5;0.1;0.3;2.4;6.5
"PG";23;"DEN";82;6;24;41.4;3.1;5.8;53.1;0.8;1;80.2;0.4;1.9;2.4;3.6;0.9;0;0.6;1.2;10.4
"PF";28;"SAS";3;0;4.3;NA;1;2;50;0;0.7;0;0.7;0.3;1;0.3;0;0.3;1;2;2
"PF";23;"LAC";22;0;7.1;0;1.8;3.2;55.7;1.1;1.8;60;0.8;1.5;2.3;0.5;0.2;0.1;0.7;1.2;4.6
"PG";22;"NYK";59;42;27.2;32.9;4.4;9;49.2;2.4;3.2;77.4;0.6;2.8;3.3;3.9;0.7;0.3;2.4;1.7;14.8
"SG";19;"BRK";9;0;4.3;10;0.9;1.3;66.7;0;0.2;0;0.1;0.4;0.6;0.2;0.2;0;0.4;0.1;2.1
"PF";27;"TOT";64;10;20.4;34.8;0.9;1.6;53.3;1.1;1.3;82.4;0.9;2.9;3.8;1.2;0.3;0.6;0.8;2;7
"PF";27;"PHI";47;6;22.1;34.2;0.9;1.7;51.9;1.3;1.6;81.8;1.1;3.2;4.3;1.3;0.4;0.6;0.9;2.4;7.4
"PF";27;"LAL";17;4;15.6;36.8;0.9;1.5;57.7;0.4;0.5;87.5;0.4;2.2;2.6;0.8;0.2;0.6;0.3;1.1;5.9
"SF";21;"TOT";42;0;10.5;32.6;0.4;1.2;33.3;0.3;0.5;60;0.2;0.6;0.9;0.9;0.3;0;0.5;0.6;3.2
"SF";21;"LAL";39;0;10.8;31.8;0.4;1.2;36.2;0.3;0.5;60;0.2;0.7;0.9;0.8;0.3;0;0.5;0.6;3.3
"SF";21;"DET";3;0;6.7;50;0;1.3;0;0;0;NA;0.3;0.3;0.7;1.3;0.3;0;0.3;0;2
"C";26;"CLE";67;30;26.8;33.7;3.2;5.7;56.7;1.4;2;71.6;2.5;5.7;8.2;3.2;1.5;0.6;1.4;2.9;9.4
"PG";27;"BRK";56;2;17.6;33.3;1.7;3.7;44.9;2.1;2.5;83.3;0.3;1.5;1.8;2.6;0.7;0.3;1.2;1.2;9.4
"PG";26;"UTA";37;1;12.8;33.3;1.5;2.7;53.5;0.8;0.9;84.8;0.2;1.5;1.7;2.5;0.4;0.1;0.9;1.3;5.3
"PF";25;"UTA";59;0;8.7;41;0.7;1.3;56.6;0.3;0.4;83.3;0.2;1.3;1.5;0.6;0.2;0.1;0.4;1;4
"C";33;"MEM";42;1;16.5;0;2.6;5;51.9;1.9;2.6;71.6;1.4;4.3;5.7;2.1;0.5;0.7;1.2;2.3;7.1
"C";24;"OKC";77;2;13.7;NA;2.1;3.6;58.7;0.7;1;68.4;1.6;2.6;4.2;0.6;0.9;1.2;0.6;2.2;4.9
"PF";40;"DAL";51;20;15.6;31.2;1.4;3.4;41.5;0.8;1;78;0.1;3;3.1;0.7;0.2;0.4;0.4;1.5;7.3
"SF";28;"TOT";15;0;6.8;32;0.3;0.6;44.4;0.3;0.3;100;0;0.3;0.3;0.5;0.1;0;0.1;0.7;2.4
"SF";28;"MIN";13;0;4.9;38.5;0.3;0.6;50;0.3;0.3;100;0;0.3;0.3;0.4;0.1;0;0.1;0.3;2.1
"SF";28;"HOU";2;0;19;25;0;0.5;0;0;0;NA;0;0.5;0.5;1;0;0;0;3;4.5
"C";24;"POR";72;72;27.4;10.3;5.8;11.1;52.3;3.9;5.1;77.3;3.4;7;10.4;3.2;1;1.4;2.3;3.5;15.6
"SG";26;"CLE";51;14;19.3;32;2;3.7;54.5;1.1;1.7;68.2;0.8;2.4;3.2;1.1;0.7;0.3;0.6;2.1;6.5
"SF";25;"UTA";82;16;20.4;38.6;1.2;2;56.9;0.4;0.5;76.2;0.3;3.2;3.5;1.5;0.7;0.3;0.9;2.1;5.2
"C";28;"IND";45;3;8.2;8.3;1.5;2.8;54.8;0.4;0.5;81;0.6;2;2.6;1.2;0.2;0.6;0.7;1.5;3.5
"PF";24;"BOS";56;3;10.6;31.5;0.7;1.2;56.5;0.4;0.7;61.5;0.4;1.1;1.5;0.4;0.2;0.1;0.3;0.8;3.3
"PG";21;"PHO";53;16;18.1;29.5;1.4;3;47.5;0.7;0.9;78.7;0.2;1.6;1.8;2.4;0.6;0.1;1.3;2.1;5.7
"SG";20;"MIN";74;52;23.7;27.9;1.8;4;46.4;1.6;2.2;72.8;0.6;2.4;2.9;1.2;1.2;0.4;0.9;2.2;7.7
"SG";26;"IND";36;36;31.9;34.3;4.9;10.3;47;2.9;3.9;73;0.6;5;5.6;5.2;1.7;0.3;2.3;2;18.8
"PF";27;"MIA";79;36;22.9;35.4;1.9;3.1;60.4;1.9;2.3;82.2;0.9;3.8;4.7;1.8;0.7;0.5;1.4;2.3;10
"SF";23;"CLE";76;75;32.2;34.8;3;6.2;48.9;1.9;2.4;77.9;0.6;4.1;4.7;2.6;0.8;0.1;1.5;2.6;13
"SF";23;"TOT";69;19;28;32;3.9;7.3;53;2.7;3.5;77.5;1;3.7;4.7;1.2;1.2;0.9;1.5;2.6;15.2
"SF";23;"WAS";29;7;26;31.1;3.1;6;52.6;2.3;2.9;80;0.8;3.6;4.4;0.7;0.9;0.7;1;2.4;12.9
"SF";23;"PHO";40;12;29.5;32.5;4.4;8.3;53.2;3;4;76.1;1.2;3.7;4.9;1.6;1.4;1;1.8;2.8;16.9
"C";34;"DET";68;3;12.9;0;1.3;2.8;45;1.4;1.8;78.2;1.5;2.4;3.9;1.3;0.5;0.3;0.8;2.2;3.9
"PF";23;"TOT";64;17;26.9;31.3;4.8;8.7;55.6;2;2.9;71.2;1.2;5.3;6.6;2.4;0.7;0.5;2.4;2.3;14.5
"PF";23;"CHI";39;17;26.7;32.5;4.7;9;52.3;2;2.8;73.1;1.1;5.1;6.2;2.2;0.6;0.4;2.2;2.2;14.3
"PF";23;"WAS";25;0;27.3;29.6;5;8.2;61.3;2.1;3;68.4;1.5;5.7;7.2;2.7;0.9;0.6;2.7;2.3;15
"PG";36;"CHO";56;0;17.9;25.5;3.6;7.4;48.5;1.6;2.2;73.4;0.3;1.2;1.5;3.7;0.4;0.1;1.3;0.9;9.5
"SF";30;"MEM";25;3;19.8;30.9;1.6;3.5;44.3;0.9;1;88;0.2;2.6;2.8;1.7;0.8;0.2;1.3;1.8;7.5
"PF";29;"OKC";63;5;13.7;33.6;0.6;1.3;43.9;0.3;0.5;63.3;0.7;1.7;2.3;0.5;0.3;0.2;0.3;0.7;3.6
"C";21;"PHI";3;0;7;0;0.7;1.7;40;0.3;0.7;50;0.7;1.3;2;1;0.7;0;0;1.7;1.7
"PG";33;"HOU";58;58;32;35.8;3;6.3;47.9;3;3.5;86.2;0.6;3.9;4.6;8.2;2;0.3;2.6;2.5;15.6
"PG";24;"TOT";40;13;17.8;29.8;1.8;3.5;51.1;0.8;1;80.5;0.3;1.5;1.8;2.7;0.7;0.2;1.1;1.6;6.3
"PG";24;"CHI";31;12;17.3;27.1;1.7;3.5;48.6;0.7;0.8;88;0.3;1.4;1.7;2.7;0.6;0.2;1.1;1.6;5.7
"PG";24;"NOP";42;42;29.8;31.4;3.5;7.3;47.6;1.3;1.8;74.3;1.2;4.1;5.2;7.6;1;0.4;2.7;1.9;10.6
"C";28;"DEN";82;17;21.1;20;3.2;5.3;60.2;1.4;2.4;56.1;2;4.4;6.4;3;0.8;0.9;1.5;3.1;7.8
"C";30;"ATL";18;0;9.6;NA;1.8;2.7;66.7;0.9;1.7;53.3;0.9;1.3;2.2;0.9;0.3;0.2;0.6;0.8;4.4
"C";23;"SAS";77;24;16.5;NA;2.4;3.8;64.5;0.6;1.2;53.3;2.3;3;5.3;1.2;0.4;0.9;0.6;1.6;5.5
"SF";25;"TOT";56;43;30.1;40.6;3.5;6.9;50.4;1.4;1.7;81.3;1;4.6;5.6;2.1;1.5;0.6;1.2;1.9;13.9
"SF";25;"WAS";41;28;29;36.9;3.3;6.5;51.5;1.2;1.6;76.6;1;4.7;5.6;2;1.6;0.5;1;1.9;12.6
"SF";25;"CHI";15;15;32.8;48.8;3.9;8.1;47.9;1.9;2.1;90.6;0.9;4.6;5.5;2.7;1.2;0.6;1.7;1.9;17.5
"PF";23;"TOT";50;28;26;39.3;4.1;8.7;46.7;1.5;1.9;79.4;2.2;5.9;8.1;1.4;0.7;0.4;1.5;2.9;14.2
"PF";23;"CHI";22;6;24.1;37.5;4.3;9;47.7;1.8;2.3;78;2.1;5.2;7.3;1.3;0.5;0.4;1.3;2.8;14.1
"PF";23;"WAS";28;22;27.4;40.3;3.9;8.5;45.8;1.4;1.7;80.9;2.3;6.4;8.6;1.5;0.9;0.4;1.6;3;14.3
"C";27;"DAL";77;22;21.6;30.7;3.3;4.7;69.9;2.5;3.3;77.2;1.8;3.5;5.3;1.5;0.6;0.6;0.9;2.6;10.6
"SG";25;"TOR";60;3;18.8;40;2.1;3.8;54.3;1;1.3;82.7;0.3;2.1;2.3;1.5;0.7;0.2;1.1;1.6;8.6
"PF";25;"ATL";21;1;14.5;39.1;1.5;2.8;53.4;0.9;1.4;62.1;1.4;2.2;3.6;0.8;0.2;0.5;0.6;2.2;5.1
"PF";23;"HOU";1;0;1;NA;1;1;100;0;0;NA;0;0;0;0;0;0;0;0;2
"PF";21;"MEM";49;13;14.7;20;2.3;4;57.4;1;1.4;71;1.4;2.8;4.2;1.1;0.3;0.3;0.7;1.8;5.8
"PG";25;"WAS";49;2;15.2;40;0.9;2.1;44.1;0.9;1.3;69.4;0.2;0.9;1.1;2;0.5;0.1;0.9;1.9;5.5
"PF";24;"NOP";73;49;30.6;34.4;6.9;12.2;56.4;4.9;6.7;73.1;2.2;6.5;8.7;3.1;0.7;0.6;2.8;3.4;21.4
"SG";34;"PHI";76;63;31.3;39.7;2.8;5.6;50.2;3;3.4;89.4;0.3;2.2;2.4;2.7;0.4;0.2;1.3;1.7;18.1
"SG";23;"IND";10;0;4.7;50;0.3;0.8;37.5;0;0;NA;0.2;0.4;0.6;0.3;0.1;0;0.1;0.3;1.2
"SG";23;"MIN";19;0;13.6;41.2;0.6;1.4;44.4;0.4;0.5;88.9;0.2;1.4;1.6;0.7;0.3;0.1;0.3;1.4;5
"SG";25;"MIA";73;73;34.8;35.7;3.5;7.8;45.8;2.7;3.2;86.1;0.7;2.9;3.6;4.1;1.1;0.5;1.5;2.7;16.6
"SG";23;"TOR";22;0;4.7;32;0;0.2;25;0.2;0.2;80;0.1;0.5;0.6;0;0;0;0.4;0.6;1.4
"SG";26;"TOT";76;15;26.7;31.8;1.7;3.2;52.2;0.7;1.3;52.6;0.3;1.8;2.1;2.2;0.6;0.3;0.9;2.7;8.1
"SG";26;"WAS";29;2;23.6;31.1;1.5;3;48.9;0.9;1.6;54.3;0.3;2.1;2.4;2;0.6;0.3;1.2;2.5;7.2
"SG";26;"HOU";47;13;28.6;32.1;1.8;3.3;54.1;0.5;1;51;0.3;1.6;1.9;2.3;0.6;0.3;0.7;2.9;8.7
"SF";23;"WAS";7;0;13.6;0;2.7;4.3;63.3;1.3;2;64.3;0.9;2;2.9;0.9;0.6;0.9;0.3;1.6;6.7
"PF";24;"MIA";15;1;10.7;28.6;0.5;0.7;72.7;0.3;0.4;66.7;0.1;1.1;1.3;0.3;0.3;0;0.3;0.7;3.3
"SF";25;"DET";47;18;13;29;1.2;2.4;49.1;0.7;0.9;80;0.4;1.1;1.5;0.4;0.3;0.2;0.4;1;4.2
"SG";21;"LAC";33;0;9.7;31.6;0.8;1.6;49.1;0.2;0.3;66.7;0.1;1.2;1.2;0.6;0.3;0.1;0.4;1.4;3.4
"C";20;"NYK";66;19;20.6;NA;3.1;4.4;69.4;1.2;2;60;2.7;3.7;6.4;0.6;0.8;2.4;0.5;3.3;7.3
"PG";32;"LAL";46;29;29.8;35.9;2.7;6.3;42.8;0.5;0.8;63.9;0.7;4.5;5.3;8;1.2;0.2;2.8;2.2;9.2
"SG";27;"ORL";81;0;26.5;38.3;2.8;5.7;48.4;1.6;1.8;87.5;0.3;3.1;3.5;1.7;0.9;0.4;1.1;1.5;15.1
"PG";24;"BOS";79;14;22.7;35.3;1.8;4.2;42.2;0.9;1.2;78.5;0.4;3.5;3.9;2.9;0.9;0.3;0.9;1.3;9
"PG";28;"UTA";68;67;27.9;31.1;3.2;7;45.4;2.9;3.4;85.5;0.5;3.1;3.6;6.1;1.3;0.1;2.6;2.6;12.7
"PG";22;"BRK";81;81;30.2;36.9;5.2;10.9;48.2;2;2.5;78;0.7;3.2;3.9;7;1.2;0.2;3.1;1.7;21.1
"C";22;"IND";74;5;24.8;52.9;5.5;9.2;59.2;2.8;3.9;71.5;2.5;6.8;9.3;2.9;0.6;0.4;2.2;3.2;14.1
"SG";21;"CHI";14;2;15.3;37.9;1.2;2.2;54.8;0.3;0.4;66.7;0.2;0.9;1.1;0.7;0.6;0.2;0.9;1.4;5.1
"SF";25;"CHI";4;0;31.8;35.7;6;10;60;4.3;5.3;81;1.3;6.8;8;1;1;0.8;1;2;20
"PF";24;"TOT";81;41;25;36.5;2.3;4.6;49.9;1.6;1.9;88;1.6;4.1;5.6;1.6;0.6;0.1;1.2;2.2;10.6
"PF";24;"PHI";13;13;30.5;30;2.1;4.8;43.5;2.1;2.3;90;1.6;5;6.6;2;0.3;0.2;1.9;3;11.1
"PF";24;"MIN";68;28;23.9;38.3;2.3;4.6;51.1;1.5;1.8;87.5;1.5;3.9;5.5;1.5;0.6;0.1;1.1;2.1;10.5
"PG";27;"WAS";80;54;27.1;39.5;2.4;4.6;52.4;1.6;2;81.9;1;2.5;3.5;5;1;0.2;1.5;2.2;8.9
"PG";25;"OKC";79;14;29.3;34.1;4.2;9.4;45;2.4;2.9;81.9;0.5;3.1;3.6;4.1;0.8;0.2;2.2;2.4;15.5
"PF";30;"TOT";79;3;17.7;40.1;0.8;2.1;39.9;0.3;0.4;66.7;0.5;2.9;3.5;0.8;0.3;0.2;0.6;2;5.8
"PF";30;"LAC";52;0;14.4;39.1;0.8;1.9;41.2;0.2;0.3;66.7;0.5;2.9;3.3;0.8;0.3;0.2;0.5;1.7;4.8
"PF";30;"PHI";27;3;24;41.2;1;2.6;38;0.4;0.6;66.7;0.7;3.1;3.8;0.8;0.3;0.2;0.6;2.5;7.8
"SF";34;"UTA";50;2;12.2;43.6;0.7;1.4;52.1;0.3;0.4;63.6;0.2;2.3;2.5;0.5;0.9;0.1;0.5;0.8;3.8
"SG";24;"TOT";75;13;19.2;31.6;1.9;4.1;45.6;0.9;1.2;72.8;0.5;1.9;2.4;1.5;0.4;0.2;1.1;1.7;6.9
"SG";24;"MEM";32;0;14.2;31.7;1.4;3.1;45.9;0.7;0.9;75.9;0.5;0.9;1.4;1.1;0.3;0.2;0.7;1.5;5.4
